Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
49.627284,0.443717,-10.500163,3.072839,27.600524
47.467209,0.43155,-5.180578,-0.183392,27.764947
44.952494,0.41741,-7.695291,-2.021067,27.633409
42.824659,0.390115,-4.761459,-3.181704,27.929371
43.598417,0.359204,-3.084984,-8.21113,27.666293
42.66346,0.353613,-5.051619,-4.66474,27.764947
42.5345,0.348352,-5.986576,-2.601385,27.764947
40.019786,0.355586,-10.145524,-7.243933,27.699178
37.956431,0.336842,-9.629686,-6.792574,27.929371
35.473957,0.330265,-14.111033,-2.956024,27.666293
33.120442,0.333882,-11.112722,-4.60026,27.797832
31.992045,0.3033,-10.467924,-10.532403,27.797832
31.121567,0.299353,-9.758646,-9.468486,27.797832
30.218849,0.304615,-8.30785,-5.083858,27.797832
29.79973,0.301326,-7.663051,-0.86043,27.666293
28.929252,0.291132,-9.758646,2.78268,27.699178
27.929815,0.273046,-8.11441,-4.342341,27.699178
26.672458,0.267455,-5.696417,0.461406,27.732063
25.028222,0.275348,-9.275047,2.557001,27.764947
22.06215,0.289817,-6.405695,-2.150027,27.666293
21.030472,0.273703,-3.117224,-0.151152,27.732063
17.87096,0.258247,-5.083858,-4.084421,27.896486
16.774803,0.263838,-0.602511,-1.505228,27.764947
15.291767,0.261865,3.040599,3.975557,27.830717
13.163933,0.253644,-0.602511,5.232913,27.929371
10.068901,0.242463,3.846597,2.97612,27.699178
6.877149,0.255946,5.523073,-0.247872,27.764947
2.589241,0.284884,-0.376831,-0.183392,27.732063
1.235164,0.273374,-1.150589,-0.409071,27.830717
-1.698668,0.269099,0.945005,-3.923222,27.732063
-2.085547,0.278307,1.847723,-4.922659,27.764947
-2.633625,0.28883,0.106767,-2.569145,27.797832
-4.148901,0.276663,2.8794,1.460844,27.732063
-6.083296,0.233255,5.232913,-0.054432,27.929371
-9.339527,0.214182,5.329633,-3.310663,27.699178
-10.145524,0.188203,9.424102,1.073965,27.764947
-11.435121,0.192807,3.072839,-1.730908,27.797832
-11.822,0.199055,-2.665865,-4.793699,27.732063
-12.499038,0.207605,-3.052744,-3.568583,27.732063
-12.531278,0.218457,-1.763148,-6.599134,27.666293
-12.112159,0.224705,0.396927,-5.212818,27.732063
-13.949834,0.247067,-0.73147,-8.372329,27.764947
-14.820311,0.260878,1.364124,-7.082733,27.666293
-15.594069,0.278307,1.331884,-0.602511,27.863602
-15.819748,0.312836,8.166746,-3.246184,27.600524
-14.465672,0.307903,9.907701,-6.373455,27.732063
-15.33615,0.298038,10.745939,-2.021067,27.699178
-16.754706,0.3033,4.362436,1.428604,27.666293
-14.852551,0.306259,4.717075,-6.083296,27.896486
-13.337275,0.298038,7.908826,-7.824251,27.699178
-13.820874,0.305601,-1.215069,-8.662489,27.764947
-13.143836,0.311192,2.073402,-7.759771,27.797832
-13.047116,0.316125,4.233476,-1.472988,27.699178
-11.273921,0.319742,1.331884,-0.312352,27.863602
-9.887605,0.335527,1.525323,-2.085547,27.600524
-7.630811,0.349667,3.782117,-0.602511,27.764947
-6.663614,0.354271,8.295705,-4.052181,27.797832
-3.504103,0.383867,11.390737,-6.276735,27.797832
-2.214506,0.410175,7.908826,-6.341215,27.732063
-2.794825,0.414779,2.299081,-8.24337,27.732063
-1.763148,0.43451,-0.312352,-6.018816,27.699178
-0.022192,0.429906,4.394676,-5.116098,27.764947
0.267967,0.416423,-0.505791,-2.504666,27.764947
0.300207,0.419383,3.298519,-2.891545,27.732063
1.073965,0.416752,-2.827065,-1.02163,28.192449
1.396364,0.430235,-1.827627,4.942754,27.732063
2.137882,0.389129,11.971056,3.234039,27.666293
1.783243,0.375646,6.71595,-1.698668,27.732063
1.138445,0.365781,0.590366,-3.052744,27.699178
2.62148,0.354271,5.748752,4.007797,27.764947
5.071714,0.334869,2.105642,3.362998,27.764947
5.490833,0.330265,4.459156,-8.04993,27.732063
5.394113,0.340459,-0.98939,-4.793699,27.732063
7.425228,0.344734,-9.081607,2.460281,27.633409
7.521947,0.352298,0.493646,3.427478,27.699178
7.650907,0.35164,4.974994,0.010048,27.896486
9.069463,0.341775,6.006671,-1.182829,27.797832
10.520259,0.35164,-13.627435,-2.117787,27.732063
12.100015,0.343748,-10.983762,-0.89267,27.764947
13.389612,0.34013,4.781555,-0.666991,27.764947
13.712011,0.338486,-1.215069,-2.794825,27.962256
13.131693,0.350325,-5.825376,-2.827065,27.666293
14.614729,0.327305,-5.793137,5.523073,27.600524
13.744251,0.317111,-4.954899,6.973869,27.633409
13.034973,0.324017,-3.117224,5.039474,27.567639
12.970493,0.319084,-0.054432,10.004421,27.600524
12.680334,0.295407,1.041725,9.585302,27.50187
10.939378,0.292776,5.619792,12.906013,27.534754
8.102266,0.307246,0.139007,19.966555,27.567639
6.36131,0.306588,7.006109,7.554187,27.797832
4.781555,0.292448,8.714824,10.068901,27.403216
3.330759,0.267784,8.521385,16.420164,27.633409
1.428604,0.250684,9.875461,16.774803,27.534754
-1.215069,0.199055,12.551374,18.709198,27.567639
-2.891545,0.156305,13.776491,10.713699,27.567639
-3.117224,0.110595,7.554187,8.650344,27.633409
-5.309538,0.076066,10.068901,9.069463,27.633409
-5.793137,0.045155,12.067775,9.069463,27.732063
-4.761459,0.035289,9.682022,5.942192,27.534754
-4.4713,0.022793,7.425228,1.751003,27.699178
-4.181141,0.020162,8.070026,8.811544,27.633409
-3.794262,-0.001871,4.330196,11.036098,27.764947
-2.730345,-0.020615,12.325695,3.782117,27.896486
-2.472426,-0.046265,10.939378,2.84716,27.732063
-1.601948,-0.057775,5.942192,5.297393,27.666293
-0.82819,-0.062707,7.328508,11.326257,27.600524
-0.215632,-0.072902,6.103391,2.68596,27.600524
-0.022192,-0.077505,5.909952,-2.407946,27.797832
-0.89267,-0.084082,13.421852,3.620918,27.600524
-0.86043,-0.077505,15.485206,0.042287,27.797832
-2.343466,-0.06468,15.452967,-2.665865,27.666293
-4.245621,-0.066982,13.034973,-4.69698,27.699178
-5.954336,-0.037386,10.616979,-5.857616,27.732063
-8.372329,0.002404,12.744814,-0.344591,27.732063
-9.952085,0.005364,19.547436,-1.344029,27.666293
-11.016002,0.027068,10.874899,-2.150027,27.633409
-13.014876,0.039235,8.714824,-5.019379,27.830717
-15.013751,0.060282,10.2301,-7.276172,27.732063
-15.916468,0.084945,5.942192,-3.729782,27.830717
-17.238304,0.114212,12.003296,-7.759771,27.567639
-18.6891,0.131312,7.715387,-2.182266,27.600524
-18.81806,0.174063,8.682584,0.300207,27.732063
-18.560141,0.207934,7.425228,0.880525,27.666293
-19.688537,0.224376,5.168434,2.589241,27.666293
-19.172699,0.206618,12.357935,0.719326,27.600524
-18.88254,0.213853,10.874899,3.330759,27.600524
-18.91478,0.210893,9.295143,-0.086672,27.666293
-18.62462,0.195438,16.420164,-4.922659,27.764947
-18.463421,0.177022,9.843221,-1.086109,27.666293
-18.75358,0.181297,7.941066,0.203487,27.732063
-19.301659,0.16617,10.907138,-2.536905,27.830717
-18.173262,0.180311,12.680334,-7.211693,27.732063
-19.237179,0.165513,12.132255,-6.695854,27.732063
-20.462295,0.164855,8.327945,-5.825376,27.50187
-19.301659,0.187874,7.167308,-6.921533,27.797832
-20.301096,0.222074,4.620355,-11.144962,27.732063
-20.430055,0.231611,3.975557,-10.242244,27.797832
-20.462295,0.232597,2.97612,-5.728657,27.633409
-20.462295,0.233913,2.041162,-8.11441,27.764947
-21.042614,0.262523,9.682022,-12.563518,27.830717
-22.751329,0.302313,4.297956,-9.468486,27.797832
-24.653483,0.325332,0.590366,-7.405132,27.732063
-25.65292,0.342432,9.488582,-6.857054,27.732063
-27.232676,0.367096,9.875461,-8.24337,27.699178
-28.070913,0.380907,0.010048,-8.984888,27.962256
-28.780191,0.372686,0.171247,-5.631937,27.699178
-28.941391,0.354929,4.104517,-4.69698,27.699178
-30.263227,0.346379,3.975557,-4.66474,27.699178
-32.391061,0.320728,7.070589,-7.98545,27.764947
-33.068099,0.29738,9.391862,-2.859305,27.699178
-33.261538,0.311521,5.523073,1.460844,27.666293
-33.068099,0.296394,14.03441,-5.212818,27.600524
-32.4233,0.265811,12.228975,-3.890982,27.764947
-33.293778,0.254301,4.168996,-3.407383,27.764947
-33.906336,0.239174,14.582489,-3.278423,27.764947
-34.293215,0.215497,8.908264,6.200111,27.732063
-35.066973,0.214182,3.395238,1.879963,27.633409
-36.292089,0.185572,6.748189,-0.666991,27.666293
-36.969127,0.173405,-0.118912,14.679209,27.666293
-37.839604,0.127037,1.138445,8.779304,27.764947
-40.322077,0.112239,7.167308,3.749877,27.666293
-43.126949,0.070805,5.684272,6.909389,27.699178
-45.93182,0.056006,3.266279,3.975557,27.534754
-47.543815,0.047128,3.072839,7.457468,27.666293
-48.285333,0.040222,9.101703,1.718763,27.666293
-50.026288,0.027726,10.745939,-1.279549,27.732063
-50.574366,0.045812,7.199548,4.717075,27.633409
-51.186924,0.068503,3.040599,2.460281,27.633409
-52.444281,0.06916,1.589803,-1.537468,27.666293
-53.346998,0.072449,3.298519,2.81492,27.666293
-53.959556,0.080341,5.297393,5.103954,27.600524
-53.927316,0.051403,5.716512,2.492521,28.323988
-53.475957,0.016216,4.878274,-1.311789,27.732063
-52.50876,-0.007132,3.201799,-0.95715,27.764947
-52.57324,-0.001871,-1.440748,1.525323,27.633409
-52.218601,0.014901,3.459718,4.040037,27.699178
-50.767806,0.007995,1.106205,5.523073,27.50187
-51.444844,-0.006803,-1.150589,11.938816,27.699178
-51.186924,-0.027521,3.169559,10.48802,27.633409
-51.219164,0.001747,-2.730345,12.615854,28.093795
-49.25253,0.000431,2.65372,10.48802,27.732063
-48.478773,-0.008448,4.491395,5.813232,27.896486
-48.220853,-0.016669,3.330759,6.49027,27.764947
-46.544378,-0.025876,6.844909,3.653158,27.666293
-45.96406,-0.038373,2.589241,5.265153,27.732063
-45.319262,-0.052513,5.458593,5.716512,27.830717
-45.222542,-0.071915,7.231788,3.556438,27.764947
-44.706704,-0.027521,10.42354,-1.634188,27.666293
-43.578307,-0.008448,8.618104,-0.538031,27.567639
-41.998552,-0.02193,6.71595,-0.441311,27.732063
-41.192554,-0.049553,2.94388,-3.375143,27.633409
-40.547756,-0.050869,-0.86043,0.622606,27.666293
-41.321514,-0.030151,7.618667,4.878274,27.764947
-41.934072,-0.020944,7.618667,7.231788,27.633409
-41.128075,-0.000555,5.877712,7.683147,27.699178
-40.128638,0.014572,8.876024,7.006109,27.699178
-40.418797,0.015558,5.684272,10.26234,27.732063
-39.580559,0.011283,4.072277,13.583051,27.633409
-39.096961,0.018518,5.909952,16.452404,27.567639
-37.452726,0.023122,9.004983,11.874336,27.567639
-36.678968,0.018189,9.875461,5.942192,27.600524
-35.260412,0.036276,7.328508,2.524761,27.633409
-34.325455,0.034631,4.491395,4.652595,27.699178
-34.132015,0.049758,9.391862,1.073965,27.764947
-33.035859,0.061597,7.876586,-4.825939,27.732063
-32.45554,0.08363,8.553625,-1.150589,27.797832
-32.64898,0.093824,5.716512,6.45803,27.633409
-32.036422,0.069818,4.523635,4.620355,27.764947
-31.198184,0.050416,6.65147,1.654283,27.896486
-31.133704,0.052389,9.746501,-0.280112,27.764947
-33.551697,0.04351,10.520259,1.073965,27.764947
-34.325455,0.03233,5.168434,0.977245,27.732063
-34.905773,0.024108,12.035535,-2.117787,27.666293
-36.03417,0.006351,4.394676,-1.988827,27.666293
-35.93745,-0.008776,4.007797,0.622606,27.567639
-35.131452,-0.012394,11.003858,2.073402,27.600524
-33.648417,0.009968,8.456905,7.006109,27.699178
-33.841856,0.006351,10.713699,6.39355,27.797832
-34.615614,0.022135,11.294017,-2.182266,27.699178
-34.164255,0.050745,7.683147,0.461406,27.797832
-33.874096,0.086589,10.26234,4.394676,27.600524
-32.100901,0.106649,13.325132,-0.95715,27.666293
-31.585063,0.155318,9.004983,-8.694728,27.764947
-30.069787,0.177351,5.909952,-10.338964,27.863602
-27.651794,0.20037,4.684835,-5.245058,27.732063
-26.555638,0.211222,10.971618,-4.66474,27.732063
-27.071476,0.222074,13.325132,-6.470175,27.633409
-27.200436,0.241805,10.810419,-3.826502,27.732063
-25.62068,0.224376,8.198986,-4.4713,28.126679
-25.072602,0.203988,8.908264,-1.892107,27.699178
-24.137645,0.187545,11.842096,1.106205,27.764947
-23.492846,0.163868,4.168996,-2.633625,27.666293
-21.751892,0.151372,12.744814,-3.375143,27.732063
-19.688537,0.105662,13.744251,-2.375706,27.633409
-18.72134,0.087247,10.35906,-3.665302,27.896486
-18.076542,0.076395,7.586427,-2.633625,27.929371
-16.271107,0.047785,7.135068,-4.245621,27.797832
-14.788071,0.036605,11.100578,-2.407946,27.699178
-11.983199,0.022464,15.324007,2.65372,27.699178
-9.952085,0.036605,9.004983,-1.666428,27.699178
-6.857054,0.051074,11.842096,-1.601948,27.764947
-3.729782,0.058637,18.322319,-0.86043,27.600524
-2.182266,0.027726,11.390737,-4.50354,27.666293
0.364687,0.015229,14.969368,-0.441311,27.666293
2.073402,0.011612,14.13113,0.332447,27.764947
5.329633,0.003391,11.842096,0.042287,27.337446
7.425228,-0.016669,14.26009,1.041725,27.797832
7.650907,-0.038044,7.070589,-1.02163,27.633409
9.649782,-0.022588,10.004421,5.619792,27.666293
10.101141,-0.017655,9.327383,3.459718,27.764947
10.068901,-0.030809,4.813795,0.783805,27.699178
8.618104,-0.039688,9.778741,4.620355,27.764947
6.812669,-0.063365,7.392988,1.073965,27.830717
8.456905,-0.066982,11.519697,6.42579,27.633409
9.810981,-0.073559,5.909952,7.425228,27.403216
10.101141,-0.083425,6.135631,1.460844,27.666293
7.844347,-0.090988,7.360748,0.977245,27.699178
4.846035,-0.089015,-3.600823,0.945005,27.863602
5.909952,-0.088686,3.588678,3.395238,27.732063
5.716512,-0.112034,2.266841,2.137882,27.797832
8.779304,-0.139,-0.602511,-1.505228,27.732063
13.712011,-0.132423,0.816045,-0.95715,27.074368
16.484644,-0.119598,-3.052744,1.622043,27.929371
19.902075,-0.129134,-2.407946,3.975557,27.699178
21.449591,-0.152154,-11.306161,3.072839,27.764947
25.221662,-0.157415,-12.370078,3.266279,27.699178
29.412851,-0.172213,-14.046553,12.325695,27.600524
33.92644,-0.200165,-21.945331,14.904888,27.699178
38.762429,-0.220554,-22.26773,9.424102,27.764947
41.309383,-0.237654,-25.68516,7.489707,27.732063
44.952494,-0.259687,-28.328832,8.005546,27.699178
47.725128,-0.28731,-30.682346,10.842659,27.699178
52.206478,-0.302766,-26.587878,4.555875,27.732063
56.01079,-0.309343,-28.780191,0.235727,27.830717
58.654464,-0.293887,-24.298844,3.524198,27.600524
61.975177,-0.270868,-22.590129,5.329633,27.699178
63.748373,-0.253439,-30.424426,5.136194,27.666293
67.165806,-0.234365,-18.431181,6.200111,27.666293
70.2286,-0.249492,-20.107656,7.070589,27.699178
74.355312,-0.234365,-27.071476,8.876024,27.699178
78.482024,-0.221869,-28.747951,17.387362,27.666293
81.673778,-0.222198,-28.618992,17.580801,27.666293
85.89721,-0.196219,-32.939139,15.098327,27.633409
87.799366,-0.184381,-31.133704,17.387362,27.732063
90.797681,-0.147879,-28.844671,19.289517,27.830717
94.666475,-0.128806,-34.325455,21.99767,27.666293
95.988312,-0.118282,-31.585063,21.159432,27.699178
95.665913,-0.097236,-31.101464,16.420164,27.666293
93.151197,-0.072244,-30.392186,22.02991,27.600524
94.666475,-0.057446,-33.938576,21.481831,27.764947
95.794873,-0.029823,-28.522272,22.577988,27.4361
96.246232,-0.037057,-21.203813,22.513509,27.600524
94.311835,-0.055802,-28.264353,22.513509,27.633409
90.604242,-0.049225,-24.524524,20.901513,27.534754
86.413049,-0.04199,-23.847485,15.549686,27.468985
79.803861,-0.057117,-15.690789,20.837033,27.468985
72.356436,-0.06468,-19.495098,22.674708,27.567639
65.940689,-0.089673,-22.29997,9.682022,27.600524
60.33094,-0.082438,-20.945894,15.452967,27.666293
56.171989,-0.09033,-21.880851,17.709761,27.50187
49.530564,-0.083425,-11.59632,12.454654,27.600524
44.178736,-0.053171,-17.109345,14.904888,27.468985
41.277143,-0.053828,-20.107656,16.807043,27.173023
37.569552,-0.036728,-20.172136,22.481269,27.699178
34.700198,-0.019957,-18.72134,19.740876,27.600524
31.605166,-0.011736,-21.332773,19.192797,27.732063
32.991483,0.013585,-21.622932,23.029347,27.534754
35.183797,0.035947,-19.656298,15.001608,27.534754
36.505634,0.031343,-20.881414,13.873211,27.666293
38.730189,0.031343,-13.885354,13.002733,27.699178
39.794106,0.043181,-16.496787,9.133943,27.732063
43.114819,0.064228,-19.785257,6.844909,27.666293
44.759055,0.053705,-12.595758,3.653158,27.633409
44.146496,0.056006,-15.11047,-1.956587,27.732063
44.952494,0.063899,-12.531278,-9.823125,27.699178
46.209851,0.085932,-7.598572,-15.013751,27.797832
45.468333,0.087905,-15.20719,-10.951522,27.764947
43.114819,0.078697,-4.148901,-9.500726,27.699178
40.954744,0.084616,-9.823125,-11.499601,27.797832
39.310507,0.093166,-14.981511,-9.436246,27.699178
35.796356,0.097441,-6.308975,-3.762022,27.797832
30.799168,0.085274,-9.694166,-1.505228,27.797832
27.123817,0.073435,-15.43287,-3.375143,27.830717
25.80198,0.056664,-8.21113,-4.50354,27.764947
25.544061,0.02937,-12.144399,-5.567457,27.732063
23.770865,0.024108,-15.20719,-3.794262,27.764947
23.061587,0.015558,-7.598572,-3.633062,27.797832
22.545748,0.008653,-11.62856,-8.01769,27.732063
22.352309,-0.004173,-9.919845,-8.08217,27.699178
22.158869,-0.018642,-4.793699,-6.341215,27.830717
23.706385,-0.033769,-8.21113,-3.794262,27.764947
26.898138,-0.033769,-5.083858,-9.049367,27.764947
29.99317,-0.04495,-4.761459,-12.853677,27.797832
32.862523,-0.069284,-10.661363,-8.759208,27.666293
34.829158,-0.100196,-6.986013,-4.66474,27.797832
38.472269,-0.088029,-7.663051,-2.053307,27.797832
40.406665,-0.098223,-10.725843,-5.148338,27.863602
41.309383,-0.110061,-10.951522,-4.4713,27.830717
40.438905,-0.11039,-14.755831,-6.180015,27.732063
38.955868,-0.097236,-16.077668,-8.565769,27.732063
39.536187,-0.111048,-17.141585,-4.277861,27.732063
40.922504,-0.090002,-15.561829,-9.468486,27.666293
42.179861,-0.094934,-15.819748,-9.404006,27.633409
43.018099,-0.1048,-21.365013,-1.795388,27.732063
43.018099,-0.136698,-16.722466,-5.374018,27.600524
40.825784,-0.156429,-29.03811,-5.277298,27.764947
38.988108,-0.163992,-18.173262,-4.43906,27.666293
37.601791,-0.154784,-10.467924,-9.404006,27.797832
36.860273,-0.151167,-15.948708,-9.597446,27.99514
36.279955,-0.158731,-6.502415,-14.723592,27.732063
37.118193,-0.184381,-5.019379,-16.432307,27.797832
37.601791,-0.206085,-4.084421,-11.88648,27.863602
36.924753,-0.202467,-6.051056,-14.014314,27.929371
36.215475,-0.200823,-11.177202,-21.010374,27.962256
34.18436,-0.211346,-3.536343,-22.686849,27.797832
33.539561,-0.236996,-0.344591,-19.398378,27.666293
31.992045,-0.278431,-9.823125,-17.431744,27.764947
29.316132,-0.315591,-18.6891,-21.365013,27.699178
28.058775,-0.342885,-6.470175,-20.816934,27.830717
28.929252,-0.371495,-6.405695,-17.979822,27.666293
29.122692,-0.368864,-4.987139,-13.208316,27.699178
26.736938,-0.362945,-6.663614,-5.760897,27.567639
23.577426,-0.357025,-5.567457,-8.340089,27.732063
19.740876,-0.361958,2.524761,-13.466235,27.830717
15.324007,-0.359327,0.461406,-4.310101,27.666293
11.294017,-0.353408,2.62148,4.717075,27.666293
7.425228,-0.33006,-1.569708,-1.859867,27.4361
4.846035,-0.330718,-8.24337,-5.599697,27.764947
2.105642,-0.336966,3.814357,-4.53578,27.666293
-2.021067,-0.346502,2.97612,-4.858179,27.764947
-6.341215,-0.345187,-2.794825,-8.565769,27.764947
-9.081607,-0.334335,10.32682,-8.984888,27.534754
-11.467361,-0.329073,17.226162,-3.762022,27.699178
-13.788634,-0.315262,15.904325,-2.053307,27.600524
-15.17495,-0.297175,2.62148,-2.536905,27.732063
-16.529026,-0.27876,16.033285,-0.505791,27.732063
-16.077668,-0.247519,11.842096,-0.280112,27.699178
-16.529026,-0.246533,4.974994,-3.536343,27.764947
-17.012625,-0.23009,10.552499,-8.436809,27.764947
-16.690226,-0.229762,1.460844,-4.954899,27.732063
-15.36839,-0.23305,5.458593,-10.242244,27.830717
-14.884791,-0.265277,4.652595,-16.367827,27.764947
-14.691352,-0.271525,1.879963,-11.69304,27.699178
-14.433432,-0.263962,13.647531,-11.69304,27.732063
-12.563518,-0.276458,9.520822,-11.950959,27.830717
-12.499038,-0.299148,11.197298,-11.918719,27.797832
-13.691914,-0.302766,11.261777,-12.434558,27.797832
-14.272233,-0.3442,3.008359,-9.468486,27.732063
-14.820311,-0.344858,6.232351,-6.534654,27.732063
-13.595195,-0.357025,9.778741,-11.241681,27.863602
-13.659675,-0.373139,8.037786,-11.85424,27.764947
-13.595195,-0.370837,13.131693,-7.663051,27.896486
-12.047679,-0.351764,25.479581,-11.983199,27.732063
-9.887605,-0.341898,26.382299,-8.888168,27.732063
-10.371204,-0.340254,13.647531,-5.535217,27.830717
-9.242807,-0.348147,10.584739,-2.021067,27.797832
-5.567457,-0.357683,6.812669,3.072839,27.732063
-4.213381,-0.371166,8.005546,-8.04993,27.633409
-3.117224,-0.397145,6.61923,-10.822563,27.600524
-1.279549,-0.423453,3.330759,-2.665865,27.764947
2.041162,-0.429372,-1.730908,-3.375143,27.666293
4.297956,-0.446472,-7.114973,-4.987139,27.567639
6.36131,-0.438908,-1.634188,-10.403444,27.764947
7.070589,-0.44417,-3.407383,-8.24337,27.732063
7.199548,-0.466531,0.622606,-5.825376,27.699178
8.295705,-0.468833,3.169559,-7.953211,27.699178
9.520822,-0.477712,-2.472426,-9.661926,27.699178
10.036661,-0.484947,-3.504103,-10.242244,27.830717
9.778741,-0.51553,-1.311789,-8.17889,27.797832
10.45578,-0.529999,0.945005,-7.501852,27.797832
10.101141,-0.545784,-0.570271,-3.923222,27.666293
10.068901,-0.573736,-4.40682,-2.440186,27.797832
10.13338,-0.59544,-11.59632,-9.210567,27.929371
9.198423,-0.586232,-9.726406,-9.371767,27.797832
9.520822,-0.570776,-3.020504,-7.727531,27.732063
8.843784,-0.569132,-6.180015,-9.758646,27.732063
9.198423,-0.575709,-8.984888,-4.50354,27.699178
9.166183,-0.556636,-7.759771,-5.567457,27.929371
7.973306,-0.506322,-14.368953,-12.563518,27.633409
7.683147,-0.50106,-9.500726,2.008922,27.699178
7.135068,-0.487578,1.783243,7.199548,27.666293
7.070589,-0.459626,-4.245621,6.68371,27.633409
5.780992,-0.433976,-5.019379,1.944442,27.666293
4.555875,-0.417204,-11.78976,1.299644,27.600524
3.588678,-0.413258,-3.471863,8.972744,27.567639
1.589803,-0.396158,-1.311789,13.228412,27.633409
0.332447,-0.382347,-2.569145,11.294017,27.633409
-0.79595,-0.383662,0.010048,8.166746,27.600524
-0.666991,-0.370508,-5.857616,8.005546,27.666293
-1.150589,-0.375441,-2.601385,8.070026,27.600524
-2.698105,-0.330389,-7.792011,9.939941,27.600524
-2.375706,-0.293558,-1.924347,10.101141,27.699178
-3.052744,-0.279418,9.069463,7.392988,27.699178
-3.213944,-0.257714,-1.376269,10.713699,27.699178
-4.37458,-0.232064,-3.762022,16.742563,27.600524
-4.922659,-0.211675,1.460844,17.580801,27.600524
-4.213381,-0.189642,-2.633625,11.842096,27.666293
-3.826502,-0.164321,5.909952,13.486332,27.534754
-3.858742,-0.145906,5.071714,15.452967,27.600524
-3.536343,-0.129463,-2.794825,15.839846,27.567639
-2.956024,-0.118282,-4.116661,12.454654,27.633409
-2.762585,-0.105457,3.685398,7.941066,27.699178
-3.600823,-0.073559,6.135631,10.036661,27.699178
-4.53578,-0.040346,2.395801,8.327945,27.699178
-5.599697,-0.018313,6.103391,3.137319,27.699178
-5.051619,-0.018971,2.557001,5.071714,27.633409
-6.341215,-0.029494,7.264028,6.973869,27.764947
-6.857054,0.008324,6.36131,7.425228,27.797832
-7.211693,0.029041,9.682022,5.071714,27.732063
-8.791448,0.046799,13.96993,6.45803,27.600524
-9.887605,0.040551,1.944442,8.424665,27.600524
-13.853114,0.052718,8.198986,10.745939,27.666293
-16.335587,0.059295,12.680334,8.037786,27.797832
-17.786383,0.070147,10.32682,5.394113,27.764947
-18.076542,0.061597,13.840971,6.45803,27.732063
-19.366138,0.079683,13.357372,11.906576,27.666293
-21.784131,0.088562,11.487457,10.48802,27.699178
-21.848611,0.098428,13.131693,5.490833,27.764947
-22.912528,0.122762,14.09889,8.489145,27.732063
-25.008122,0.119474,15.291767,10.745939,27.666293
-26.200999,0.132628,18.09664,3.846597,27.666293
-27.555075,0.132957,12.261215,-0.69923,27.830717
-25.7174,0.118487,14.09889,-1.698668,27.633409
-25.459481,0.09777,15.743126,-0.86043,27.666293
-24.943642,0.080341,14.969368,-0.634751,27.797832
-24.621243,0.087576,18.09664,-4.37458,27.666293
-23.718526,0.081657,14.485769,-2.150027,27.666293
-24.524524,0.061597,10.26234,-0.247872,27.666293
-25.8786,0.056664,11.068338,-3.826502,27.830717
-25.943079,0.049758,12.906013,-2.633625,27.863602
-24.846923,0.061268,14.711448,-3.633062,27.830717
-23.557326,0.096126,10.778179,-4.761459,27.666293
-23.138208,0.087576,12.519134,-4.729219,27.732063
-24.653483,0.093166,10.616979,-4.40682,27.633409
-24.943642,0.077053,11.713136,-5.664177,27.797832
-26.362198,0.074422,16.355684,-7.501852,27.666293
-27.103716,0.04647,19.611916,-4.277861,27.764947
-29.07035,0.015229,13.357372,-3.762022,27.699178
-28.876911,0.001089,4.781555,-6.405695,27.830717
-27.748514,-0.021601,12.873773,-7.953211,27.633409
-28.167633,-0.054157,16.194485,-7.050493,27.732063
-28.167633,-0.072573,12.519134,-4.858179,27.732063
-28.361072,-0.07619,15.066088,-6.599134,27.633409
-28.038673,-0.099209,15.581926,-11.370641,27.764947
-28.973631,-0.110061,10.520259,-7.147213,27.764947
-29.779628,-0.134067,11.551937,-6.502415,27.764947
-27.974193,-0.143933,17.419601,-8.24337,27.633409
-27.103716,-0.143604,15.517446,-4.69698,27.633409
-25.008122,-0.158402,13.518572,-6.534654,27.732063
-24.846923,-0.16465,14.775928,-9.661926,27.863602
-24.524524,-0.181421,11.229538,-7.98545,27.830717
-24.105405,-0.209702,16.033285,-7.630811,27.567639
-24.685723,-0.224171,18.773678,-11.78976,27.666293
-24.975882,-0.228446,13.93769,-12.144399,27.764947
-25.81412,-0.245546,15.066088,-9.500726,27.797832
-26.072039,-0.257385,11.745376,-9.178327,27.699178
-26.200999,-0.272512,9.649782,-7.340652,27.600524
-26.716837,-0.262646,17.258402,-11.531841,27.764947
-28.361072,-0.268894,15.936565,-10.435684,27.4361
-29.29603,-0.260016,10.068901,-5.438497,27.797832
-31.198184,-0.232392,9.037223,-6.147776,27.699178
-32.906899,-0.218581,7.973306,-9.017128,27.633409
-34.422175,-0.191615,9.553062,-3.342903,27.732063
-34.970253,-0.15314,12.261215,-2.956024,27.699178
-35.615051,-0.133081,12.519134,-8.17889,27.732063
-35.84073,-0.091975,8.005546,-6.728094,27.600524
-35.486091,-0.04495,9.682022,-5.116098,27.600524
-35.647291,-0.026205,11.455217,-2.440186,27.600524
-37.162566,-0.008776,16.645843,-2.246746,27.764947
-36.743448,0.020491,12.873773,-3.762022,27.830717
-36.904647,0.054691,11.616417,-1.634188,27.633409
-37.001367,0.067845,17.419601,2.75044,27.600524
-35.486091,0.067516,14.550249,-1.730908,27.666293
-35.163692,0.090864,15.517446,-3.213944,27.764947
-33.519457,0.107307,16.742563,4.749315,27.633409
-33.551697,0.081985,15.646406,2.68596,27.666293
